Name,Year,Mileage,Engine_capacity,Engine_type,Power,Transmission,Drive,Fuel_consumption_mixed,Acceleration_to_100,Cost
BMW 3 серия 2.0 AT,2012,258774,2,Дизель,184,Автомат,Задний,4.4,7.4,1470000
BMW 3 серия 2.0 AT,2009,382000,2,Дизель,177,Автомат,Полный,6,8.7,1470000
BMW 5 серия 3.0 AT,2010,217640,3,Бензин,258,Автомат,Задний,8,6.7,1475000
BMW 7 серия 4.8 AT,2007,260000,4.8,Бензин,367,Автомат,Задний,11.4,5.9,1480000
BMW 3 серия 2.0 AT,2013,237583,2,Бензин,184,Автомат,Задний,5.9,7.6,1489000
BMW X1 2.0 AT,2014,211446,2,Дизель,184,Автомат,Полный,5.4,8.1,1490000
BMW X3 2.0 AT,2012,181000,2,Дизель,184,Автомат,Полный,5.6,8.5,1490000
BMW 5 серия 2.0 AT,2013,197000,2,Бензин,245,Автомат,Задний,6.5,6.3,1490000
BMW 3 серия 2.0 AT,2012,161798,2,Дизель,184,Автомат,Задний,4.4,7.4,1495000
BMW 5 серия 2.0 AT,2012,144200,2,Бензин,184,Автомат,Задний,6.4,8,1498000
BMW 5 серия 2.0 AT,2013,210408,2,Бензин,184,Автомат,Задний,6.4,8,1499000
BMW 3 серия 2.0 AT,2013,192000,2,Бензин,184,Автомат,Полный,5.7,8,1499000
BMW 3 серия 2.0 AT,2010,155211,2,Бензин,136,Автомат,Задний,7.8,10.8,1560000
BMW 3 серия 1.5 AT,2017,28000,1.5,Бензин,136,Автомат,Задний,5.8,9.3,1560000
BMW 3 серия 2.0 AT,2012,220000,2,Дизель,184,Автомат,Задний,4.4,7.4,1570000
BMW 3 серия 2.0 AT,2015,158000,2,Бензин,184,Автомат,Задний,5.9,7.6,1570000
BMW 5 серия 2.0 AT,2012,227000,2,Бензин,245,Автомат,Задний,6.5,6.3,1580000
BMW X3 2.0 AT,2013,303000,2,Бензин,184,Автомат,Полный,7.5,8.6,1589000
BMW 3 серия 2.0 AT,2012,269000,2,Дизель,184,Автомат,Задний,4.4,7.4,1590000
BMW X5 3.0 AT,2007,327000,3,Дизель,231,Автомат,Полный,8.7,8.1,1594990
BMW 1 серия 1.5 AT,2017,127654,1.5,Дизель,116,Автомат,Задний,3.6,10.3,1597000
BMW 3 серия 2.0 AT,2014,124331,2,Дизель,184,Автомат,Полный,4.7,7.4,1599000
BMW 3 серия 2.0 AT,2014,237617,2,Бензин,184,Автомат,Задний,5.9,7.6,1599000
BMW 3 серия 3.0 AT,2008,58000,3,Бензин,306,Автомат,Полный,9.7,5.5,1599000
BMW 3 серия 3.0 AT,2008,215015,3,Бензин,306,Автомат,Задний,8.8,5.4,1599990
BMW X3 2.0 AT,2014,395000,2,Дизель,184,Автомат,Полный,5.6,8.5,1599999
BMW 3 серия 2.0 AT,2014,237000,2,Бензин,184,Автомат,Задний,5.9,7.6,1600000
BMW X5 3.0 AT,2009,144000,3,Бензин,272,Автомат,Полный,10.3,8.1,1600000
BMW X6 3.0 AT,2008,336197,3,Дизель,286,Автомат,Полный,8.3,6.9,1600000
BMW 1 серия 1.5 AT,2016,195098,1.5,Бензин,136,Автомат,Задний,5.2,8.7,1600000
BMW 3 серия 2.0 AT,2012,164945,2,Бензин,184,Автомат,Задний,5.9,7.6,1600000
BMW X5 3.0 AT,2010,199147,3,Бензин,306,Автомат,Полный,10.1,6.8,1600000
BMW X5 4.8 AT,2007,250000,4.8,Бензин,355,Автомат,Полный,12.5,6.5,1600000
BMW 3 серия 1.5 AT,2015,209000,1.5,Бензин,136,Автомат,Задний,5,9.1,1600000
BMW X1 2.0 AT,2013,185000,2,Дизель,184,Автомат,Полный,5.4,8.1,1600000
BMW X3 3.0 AT,2011,228000,3,Бензин,258,Автомат,Полный,9,6.9,1610000
BMW 3 серия 2.0 AT,2013,202291,2,Бензин,184,Автомат,Задний,5.9,7.6,1620000
BMW 5 серия 2.5 AT,2010,224930,2.5,Бензин,204,Автомат,Задний,8,8.5,1620000
BMW 3 серия 1.6 AT,2013,125251,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1620000
BMW X1 2.0 AT,2012,228100,2,Бензин,184,Автомат,Полный,7.1,7.9,1620000
BMW 1 серия 1.6 AT,2013,123000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1625000
BMW X6 3.0 AT,2008,289011,3,Дизель,286,Автомат,Полный,8.3,6.9,1625000
BMW 3 серия 2.0 AT,2012,206711,2,Дизель,184,Автомат,Задний,4.4,7.4,1627500
BMW 5 серия 2.0 AT,2013,210575,2,Бензин,184,Автомат,Задний,5.1,7.9,1629000
BMW X1 2.0 AT,2014,93725,2,Бензин,150,Автомат,Задний,7.9,10.4,1630000
BMW X1 2.0 AT,2011,139000,2,Дизель,177,Автомат,Полный,6.2,8.6,1630000
BMW 3 серия 1.6 AT,2014,226000,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1640000
BMW 3 серия 1.6 AT,2014,123000,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1640000
BMW 1 серия 1.5 AT,2015,116679,1.5,Бензин,136,Автомат,Задний,5.2,8.7,1649000
BMW 3 серия 2.0 AT,2012,125000,2,Бензин,184,Автомат,Полный,5.7,8,1649000
BMW X3 2.0 AT,2011,141430,2,Дизель,184,Автомат,Полный,5.6,8.5,1649000
BMW 5 серия 3.0 AT,2008,211000,3,Бензин,272,Автомат,Полный,10.3,7,1650000
BMW 5 серия 2.0 AT,2012,300000,2,Дизель,218,Автомат,Полный,5.1,7,1650000
BMW 5 серия 2.0 AT,2011,227000,2,Бензин,245,Автомат,Задний,6.5,6.3,1650000
BMW 5 серия 2.0 AT,2010,314000,2,Дизель,184,Автомат,Задний,5.2,8.1,1650000
BMW 3 серия 1.6 AT,2013,180000,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1650000
BMW 6 серия 4.4 AT,2005,169000,4.4,Бензин,333,Автомат,Задний,11.7,5.6,1650000
BMW 3 серия 3.0 AT,2008,199999,3,Бензин,306,Автомат,Полный,9.1,5.4,1650000
BMW 5 серия 3.0 AT,2011,280000,3,Бензин,258,Автомат,Задний,8,6.7,1650000
BMW X1 1.5 AMT,2016,77000,1.5,Бензин,140,Робот,Передний,6.4,9.6,1650000
BMW X3 2.0 AT,2012,244000,2,Бензин,184,Автомат,Полный,7.5,8.6,1650000
BMW 3 серия 2.0 AT,2013,170000,2,Бензин,184,Автомат,Задний,5.9,7.6,1670000
BMW X1 2.0 AT,2012,151989,2,Бензин,184,Автомат,Полный,7.1,7.9,1675000
BMW X1 2.0 AT,2016,129000,2,Дизель,150,Автомат,Полный,4.9,9.3,1680000
BMW 5 серия 3.0 AT,2010,211000,3,Бензин,258,Автомат,Задний,8,6.7,1680000
BMW 5 серия GT 3.0 AT,2010,249803,3,Бензин,306,Автомат,Полный,9.3,6.3,1685000
BMW X5 3.0 AT,2008,282000,3,Бензин,272,Автомат,Полный,10.3,8.1,1685000
BMW X3 2.0 AT,2012,145824,2,Бензин,184,Автомат,Полный,7.5,8.6,1686000
BMW 1 серия 1.6 MT,2013,165000,1.6,Бензин,136,Механика,Задний,5.4,8.5,1690000
BMW 3 серия 1.6 AT,2014,148291,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1690000
BMW 5 серия GT 3.0 AT,2011,258000,3,Дизель,245,Автомат,Задний,6.5,6.9,1690000
BMW 1 серия 1.6 AT,2012,187000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1690000
BMW 3 серия 2.0 AT,2008,194000,2,Бензин,156,Автомат,Задний,7.9,9.7,1690000
BMW 1 серия 1.5 AT,2015,157998,1.5,Бензин,136,Автомат,Задний,5.2,8.7,1690000
BMW 3 серия GT 2.0 AT,2014,180000,2,Бензин,184,Автомат,Задний,6.2,7.9,1690000
BMW 7 серия 3.0 AT,2011,223000,3,Бензин,326,Автомат,Задний,9.9,5.9,1695000
BMW 5 серия 2.0 AT,2012,236316,2,Бензин,245,Автомат,Полный,7,6.5,1695000
BMW X5 3.0 AT,2012,203900,3,Бензин,306,Автомат,Полный,10.1,6.8,1699000
BMW 3 серия 2.5 AT,2010,152000,2.5,Бензин,218,Автомат,Задний,8.8,7.7,1699000
BMW X3 2.0 AT,2013,177000,2,Дизель,184,Автомат,Полный,5.6,8.5,1699999
BMW X1 2.0 AT,2014,293000,2,Дизель,184,Автомат,Полный,5.4,8.1,1700000
BMW 5 серия GT 3.0 AT,2011,317000,3,Бензин,306,Автомат,Полный,9.3,6.3,1700000
BMW 3 серия 3.0 AT,2009,210620,3,Бензин,233,Автомат,Полный,10.2,7.3,1700000
BMW X3 2.0 AT,2012,110000,2,Бензин,245,Автомат,Полный,7.5,6.7,1700000
BMW X5 4.4 AT,2011,135000,4.4,Бензин,407,Автомат,Полный,12.5,5.5,1700000
BMW 3 серия 2.0 AT,2013,190000,2,Бензин,184,Автомат,Задний,5.9,7.6,1700000
BMW 5 серия 2.0 AT,2013,235000,2,Бензин,245,Автомат,Полный,7,6.5,1700000
BMW X1 2.0 AT,2013,143000,2,Дизель,184,Автомат,Полный,5.4,8.1,1700000
BMW X1 2.0 AT,2014,170000,2,Дизель,184,Автомат,Полный,5.4,8.1,1700000
BMW 5 серия 2.0 AT,2013,155345,2,Бензин,184,Автомат,Задний,5.1,7.9,1700000
BMW 5 серия 2.0 AT,2010,280000,2,Дизель,184,Автомат,Задний,5.2,8.1,1700000
BMW X6 3.0 AT,2008,330000,3,Бензин,306,Автомат,Полный,10.1,6.7,1710000
BMW 5 серия 2.0 AT,2014,307000,2,Дизель,184,Автомат,Задний,4.5,7.9,1710000
BMW 5 серия 2.0 AT,2013,210449,2,Бензин,245,Автомат,Полный,7,6.5,1714000
BMW 4 серия Gran Coupe 2.0 AT,2014,161775,2,Бензин,184,Автомат,Задний,6,7.3,1719000
BMW 3 серия 1.6 AT,2014,144000,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1720000
BMW 5 серия 2.0 AT,2013,151000,2,Бензин,245,Автомат,Полный,7,6.5,1725000
BMW 5 серия 2.0 AT,2014,217840,2,Бензин,184,Автомат,Задний,5.1,7.9,1730000
BMW X3 3.0 AT,2012,260000,3,Дизель,249,Автомат,Полный,6,6.2,1730000
BMW 3 серия 2.0 AT,2014,140000,2,Бензин,184,Автомат,Задний,5.9,7.6,1730000
BMW X5 4.8 AT,2008,219820,4.8,Бензин,355,Автомат,Полный,12.5,6.5,1730000
BMW X1 2.0 AT,2014,234000,2,Дизель,184,Автомат,Полный,5.4,8.1,1735000
BMW 3 серия 2.0 AT,2014,187000,2,Бензин,184,Автомат,Задний,5.9,7.6,1747000
BMW 5 серия 4.4 AT,2011,161000,4.4,Бензин,407,Автомат,Полный,11,4.8,1749000
BMW X1 2.0 AT,2015,195000,2,Дизель,184,Автомат,Полный,5.4,8.1,1750000
BMW X5 3.0 AT,2007,147000,3,Дизель,235,Автомат,Полный,8.2,8.1,1750000
BMW 1 серия 1.5 AT,2015,144000,1.5,Бензин,136,Автомат,Задний,5.2,8.7,1750000
BMW 5 серия 2.5 AT,2011,220000,2.5,Бензин,204,Автомат,Задний,8,8.5,1750000
BMW 1 серия 1.5 AT,2016,141961,1.5,Бензин,136,Автомат,Задний,5.2,8.7,1750000
BMW 3 серия 1.6 AT,2014,170000,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1750000
BMW 1 серия 1.5 AT,2016,141961,1.5,Бензин,136,Автомат,Задний,5.2,8.7,1750000
BMW 3 серия 1.6 AT,2014,170000,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1750000
BMW 5 серия 2.0 AT,2013,179000,2,Бензин,184,Автомат,Задний,6.4,8,1750000
BMW X5 3.0 AT,2008,197000,3,Дизель,235,Автомат,Полный,8.2,8.1,1750000
BMW 3 серия 2.0 AT,2012,220000,2,Бензин,245,Автомат,Задний,6.3,6.1,1750000
BMW X3 3.0 AT,2013,198000,3,Дизель,249,Автомат,Полный,6,6.2,1750000
BMW 3 серия 2.0 AT,2012,216000,2,Бензин,245,Автомат,Задний,6.3,6.1,1750000
BMW 3 серия 2.0 AT,2012,165000,2,Бензин,245,Автомат,Задний,6.3,6.1,1750000
BMW 3 серия 2.5 AT,2009,205000,2.5,Бензин,218,Автомат,Задний,7.8,8.1,1750000
BMW X3 3.0 AT,2012,180000,3,Бензин,258,Автомат,Полный,9,6.9,1750000
BMW X6 3.0 AT,2010,188000,3,Бензин,306,Автомат,Полный,10.1,6.7,1750000
BMW 5 серия 2.0 AT,2014,277442,2,Дизель,190,Автомат,Задний,4.5,7.7,1750000
BMW 5 серия 2.5 AT,2011,288000,2.5,Бензин,204,Автомат,Задний,8,8.5,1750000
BMW 3 серия 2.0 AT,2012,235000,2,Дизель,184,Автомат,Задний,4.4,7.4,1750000
BMW X6 3.0 AT,2009,291500,3,Дизель,235,Автомат,Полный,8.9,8,1755000
BMW X6 3.0 AT,2009,448034,3,Дизель,235,Автомат,Полный,8.9,8,1760000
BMW 3 серия 2.0 AT,2016,188635,2,Бензин,184,Автомат,Задний,5.3,7.3,1760000
BMW 5 серия 3.0 AT,2012,160002,3,Дизель,258,Автомат,Полный,5.5,6,1765000
BMW 5 серия 2.0 AT,2013,150245,2,Бензин,184,Автомат,Задний,6.4,8,1765000
BMW X5 3.0 AT,2009,308151,3,Дизель,286,Автомат,Полный,8.2,7,1770000
BMW i3 0.6 AT,2014,97955,0.6,Гибрид,170,Автомат,Задний,0.6,7.9,1775000
BMW 3 серия 1.6 AT,2014,100334,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1779000
BMW 3 серия 1.6 AT,2014,163199,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1780000
BMW X3 2.0 AT,2013,178844,2,Дизель,184,Автомат,Полный,5.6,8.5,1785000
BMW X5 3.0 AT,2010,324700,3,Дизель,245,Автомат,Полный,7.4,7.6,1790000
BMW 5 серия 3.0 AT,2011,256314,3,Дизель,258,Автомат,Полный,5.5,6,1790000
BMW 5 серия 3.0 AT,2008,265000,3,Дизель,235,Автомат,Полный,6.6,6.8,1790000
BMW 1 серия 2.0 AT,2008,204000,2,Дизель,177,Автомат,Задний,6.1,7.8,1790000
BMW 3 серия 2.0 AT,2012,335000,2,Дизель,184,Автомат,Задний,4.4,7.4,1790000
BMW X5 3.0 AT,2011,179900,3,Дизель,306,Автомат,Полный,7.5,6.6,1790000
BMW 1 серия 1.5 AT,2015,186071,1.5,Бензин,136,Автомат,Задний,5.2,8.7,1793000
BMW 5 серия 2.0 AT,2014,248000,2,Бензин,184,Автомат,Задний,6.9,8.6,1794990
BMW 3 серия 1.6 AT,2014,193454,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1798000
BMW 1 серия 1.5 AT,2017,138435,1.5,Бензин,136,Автомат,Задний,4.8,8.7,1799000
BMW X3 3.0 AT,2011,173269,3,Бензин,258,Автомат,Полный,9,6.9,1799000
BMW 5 серия 2.5 AT,2011,218000,2.5,Бензин,204,Автомат,Задний,8,8.5,1799000
BMW X3 2.0 AT,2013,290000,2,Дизель,184,Автомат,Полный,5.6,8.5,1799000
BMW 7 серия 4.4 AT,2010,152285,4.4,Бензин,407,Автомат,Задний,11.4,5.2,1799990
BMW 5 серия 2.0 AT,2013,205600,2,Дизель,218,Автомат,Полный,5.1,7,1800000
BMW 5 серия GT 3.0 AT,2009,94709,3,Бензин,306,Автомат,Задний,8.9,6.3,1800000
BMW X3 3.0 AT,2011,230000,3,Бензин,258,Автомат,Полный,9,6.9,1800000
BMW X1 2.0 AT,2014,123016,2,Дизель,184,Автомат,Полный,5.4,8.1,1800000
BMW 3 серия 2.0 AT,2012,180000,2,Бензин,184,Автомат,Полный,5.7,8,1800000
BMW 5 серия 3.0 AT,2011,200000,3,Бензин,258,Автомат,Задний,8,6.7,1800000
BMW 5 серия GT 3.0 AT,2010,317000,3,Дизель,245,Автомат,Полный,6.9,6.9,1800000
BMW X3 2.0 AT,2013,113500,2,Бензин,184,Автомат,Полный,7.5,8.6,1800000
BMW 3 серия 2.0 AT,2012,250000,2,Дизель,184,Автомат,Задний,4.4,7.4,1800000
BMW 3 серия 2.0 AT,2014,110000,2,Бензин,184,Автомат,Задний,5.9,7.6,1800000
BMW 6 серия 3.0 AT,2008,150000,3,Бензин,272,Автомат,Задний,9.5,6.6,1800000
BMW 3 серия 1.6 AT,2014,148000,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1800000
BMW X5 3.0 AT,2007,311000,3,Бензин,272,Автомат,Полный,10.3,8.1,1800000
BMW 1 серия 1.5 AT,2018,98786,1.5,Бензин,136,Автомат,Задний,4.8,8.7,1809000
BMW 1 серия 1.5 MT,2019,128000,1.5,Бензин,109,Механика,Задний,5,10.9,1810000
BMW 1 серия 1.6 AT,2013,200000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1820000
BMW 3 серия 2.0 AT,2017,125000,2,Бензин,184,Автомат,Полный,5.7,7.6,1820000
BMW 3 серия 2.0 AT,2013,145000,2,Бензин,184,Автомат,Задний,5.9,7.6,1820000
BMW X5 3.0 AT,2008,281579,3,Дизель,286,Автомат,Полный,8.2,7,1825000
BMW X5 4.4 AT,2010,145721,4.4,Бензин,407,Автомат,Полный,12.5,5.5,1827000
BMW X1 1.5 AT,2016,127353,1.5,Бензин,136,Автомат,Передний,5.4,9.7,1829000
BMW 5 серия 2.0 AT,2014,186000,2,Бензин,184,Автомат,Задний,6.9,8.6,1830000
BMW 3 серия 1.6 AT,2013,90922,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1834000
BMW 1 серия 1.5 AT,2017,134639,1.5,Бензин,136,Автомат,Задний,4.8,8.7,1839000
BMW X6 3.0 AT,2009,261500,3,Дизель,286,Автомат,Полный,8.3,6.9,1840000
BMW 5 серия 2.0 AT,2012,152000,2,Дизель,184,Автомат,Задний,5.2,8.1,1840000
BMW 1 серия 1.5 AT,2017,119000,1.5,Бензин,136,Автомат,Задний,4.8,8.7,1840000
BMW 7 серия 3.0 AT,2009,325000,3,Бензин,326,Автомат,Задний,10,6,1850000
BMW 5 серия 3.0 AT,2010,272000,3,Бензин,306,Автомат,Задний,8.4,6.1,1850000
BMW X6 3.0 AT,2009,260000,3,Бензин,306,Автомат,Полный,10.1,6.7,1850000
BMW X1 1.5 AT,2016,165539,1.5,Бензин,136,Автомат,Передний,5.4,9.7,1850000
BMW 1 серия 1.5 AT,2018,65152,1.5,Бензин,136,Автомат,Задний,4.8,8.7,1850000
BMW 3 серия 2.0 AT,2013,152600,2,Бензин,245,Автомат,Полный,6.7,5.8,1850000
BMW 1 серия 3.0 AT,2008,210000,3,Бензин,218,Автомат,Задний,7.9,7,1850000
BMW X6 3.0 AT,2009,279498,3,Дизель,286,Автомат,Полный,8.3,6.9,1850000
BMW 3 серия GT 2.0 AT,2014,180949,2,Дизель,184,Автомат,Полный,5.1,7.9,1850000
BMW 7 серия 3.0 AT,2007,171000,3,Дизель,231,Автомат,Задний,8.2,7.8,1850000
BMW 5 серия 2.0 AT,2012,167000,2,Бензин,245,Автомат,Задний,6.5,6.3,1850000
BMW 7 серия 3.0 AT,2011,313499,3,Дизель,306,Автомат,Полный,7,6,1850000
BMW 5 серия 2.0 AT,2014,246909,2,Бензин,184,Автомат,Задний,5.1,7.9,1850000
BMW X3 2.0 AT,2012,186000,2,Дизель,184,Автомат,Полный,5.6,8.5,1850000
BMW 5 серия 3.0 AT,2013,190000,3,Дизель,258,Автомат,Полный,5.4,5.7,1850000
BMW 7 серия 3.0 AT,2014,187000,3,Бензин,320,Автомат,Полный,8.3,5.6,1850000
BMW 5 серия 2.0 AT,2013,190000,2,Бензин,184,Автомат,Задний,5.1,7.9,1850000
BMW 3 серия GT 2.0 AT,2013,215782,2,Бензин,184,Автомат,Задний,6.2,7.9,1853800
BMW 5 серия 2.0 AT,2016,246550,2,Дизель,190,Автомат,Задний,4.5,7.7,1855000
BMW 3 серия 2.0 AT,2013,170000,2,Дизель,184,Автомат,Задний,4.4,7.4,1860000
BMW 3 серия 2.0 AT,2012,167032,2,Бензин,245,Автомат,Задний,6.3,6.1,1868000
BMW X3 2.0 AT,2012,185650,2,Дизель,184,Автомат,Полный,5.6,8.5,1870000
BMW 1 серия 1.5 AT,2019,83000,1.5,Бензин,136,Автомат,Задний,4.8,8.7,1880000
BMW 5 серия 2.0 AT,2012,160000,2,Бензин,184,Автомат,Задний,6.4,8,1880000
BMW 3 серия 1.5 AT,2018,22000,1.5,Бензин,136,Автомат,Задний,5,9.1,1880000
BMW X3 2.0 AT,2014,245095,2,Дизель,190,Автомат,Полный,5.2,8.1,1884000
BMW 5 серия 2.0 AT,2012,300000,2,Дизель,184,Автомат,Задний,5.2,8.1,1888555
BMW X1 1.5 AT,2016,149000,1.5,Бензин,136,Автомат,Передний,5.4,9.7,1890000
BMW 3 серия 2.0 AT,2012,196000,2,Бензин,245,Автомат,Задний,6.3,6.1,1890000
BMW X3 2.0 AT,2011,185000,2,Дизель,184,Автомат,Полный,5.6,8.5,1890000
BMW 4 серия 2.0 AT,2013,211000,2,Дизель,184,Автомат,Задний,4.8,8.2,1899000
BMW 2 серия Active Tourer 1.5 AT,2017,149000,1.5,Бензин,136,Автомат,Передний,5.2,9.2,1900000
BMW 1 серия 1.5 AT,2018,120000,1.5,Бензин,136,Автомат,Задний,4.8,8.7,1900000
BMW 3 серия 3.0 AT,2001,460000,3,Бензин,231,Автомат,Задний,9.6,7,1900000
BMW 5 серия 2.0 AT,2014,163018,2,Бензин,245,Автомат,Полный,7,6.5,1900000
BMW 3 серия 1.5 AT,2015,97827,1.5,Бензин,136,Автомат,Задний,5,9.1,1900000
BMW 1 серия 1.5 AT,2018,103000,1.5,Бензин,136,Автомат,Задний,4.8,8.7,1900000
BMW X5 3.0 AT,2009,364000,3,Дизель,286,Автомат,Полный,8.2,7,1900000
BMW 3 серия 1.5 AT,2018,121000,1.5,Бензин,136,Автомат,Задний,5,9.1,1900000
BMW 5 серия 3.0 AT,2007,400000,3,Бензин,272,Автомат,Полный,10.3,7,1900000
BMW 5 серия 3.0 AT,2007,418000,3,Бензин,272,Автомат,Задний,9.3,6.6,1900000
BMW 3 серия 3.0 AT,2007,192304,3,Бензин,306,Автомат,Задний,8.8,5.4,1900000
BMW 5 серия 2.5 AT,2011,226500,2.5,Бензин,204,Автомат,Задний,8,8.5,1900000
BMW 5 серия 2.0 AT,2013,170000,2,Дизель,184,Автомат,Задний,5.2,8.1,1900000
BMW 5 серия 2.0 AT,2014,215650,2,Бензин,245,Автомат,Полный,7,6.5,1920000
BMW 5 серия 3.0 AT,2011,236040,3,Дизель,258,Автомат,Полный,5.5,6,1920777
BMW 3 серия 1.6 AT,2014,108000,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1930000
BMW 3 серия 2.0 AT,2013,128419,2,Дизель,184,Автомат,Полный,4.7,7.4,1935000
BMW X6 4.4 AT,2011,111950,4.4,Бензин,407,Автомат,Полный,9.9,5.6,1945000
BMW X1 2.0 AT,2014,166000,2,Дизель,184,Автомат,Полный,5.4,8.1,1950000
BMW X6 3.0 AT,2008,280501,3,Дизель,235,Автомат,Полный,8.9,8,1950000
BMW X5 3.0 AT,2010,321850,3,Дизель,306,Автомат,Полный,7.5,6.6,1950000
BMW 7 серия 3.0 AT,2013,255296,3,Бензин,320,Автомат,Полный,8.3,5.6,1950000
BMW X1 1.5 AT,2016,153000,1.5,Бензин,136,Автомат,Передний,5.4,9.7,1950000
BMW 3 серия 2.0 AT,2013,216255,2,Дизель,184,Автомат,Задний,4.4,7.4,1950000
BMW X5 3.0 AT,2011,290000,3,Дизель,245,Автомат,Полный,7.4,7.6,1950000
BMW X5 3.0 AT,2010,320000,3,Бензин,306,Автомат,Полный,10.1,6.8,1950000
BMW 5 серия 2.0 AT,2016,240000,2,Дизель,190,Автомат,Задний,4.5,7.7,1950000
BMW 5 серия 2.0 AT,2015,197500,2,Дизель,190,Автомат,Задний,4.5,7.7,1955555
BMW 3 серия GT 2.0 AT,2014,175000,2,Бензин,184,Автомат,Полный,6.6,8.3,1959000
BMW 7 серия 3.0 AT,2009,352000,3,Дизель,245,Автомат,Задний,6.9,7.3,1960000
BMW 5 серия 2.0 AT,2012,128000,2,Бензин,245,Автомат,Полный,7,6.5,1960000
BMW X5 3.0 AT,2011,273500,3,Дизель,245,Автомат,Полный,7.4,7.6,1970000
BMW X5 3.0 AT,2006,311763,3,Дизель,218,Автомат,Полный,12.9,8.8,1970000
BMW X3 3.0 AT,2012,207000,3,Бензин,258,Автомат,Полный,9,6.9,1975000
BMW 5 серия 2.0 AT,2013,158000,2,Дизель,218,Автомат,Полный,5.1,7,1977000
BMW 5 серия 2.0 AT,2013,236000,2,Бензин,245,Автомат,Полный,7,6.5,1977000
BMW 5 серия 2.0 AT,2012,174800,2,Бензин,245,Автомат,Полный,7,6.5,1980000
BMW 3 серия GT 2.0 AT,2015,145000,2,Бензин,184,Автомат,Полный,6.6,8.3,1980000
BMW 3 серия 2.0 AT,2013,164040,2,Бензин,184,Автомат,Полный,5.7,8,1980000
BMW 5 серия 2.0 AT,2013,141000,2,Бензин,184,Автомат,Задний,5.1,7.9,1980000
BMW 3 серия 2.0 AT,2013,111110,2,Бензин,184,Автомат,Задний,5.9,7.6,1990000
BMW 3 серия 2.0 AT,2012,183600,2,Бензин,184,Автомат,Полный,5.7,8,1990000
BMW X5 3.0 AT,2011,119997,3,Бензин,306,Автомат,Полный,10.1,6.8,1990000
BMW X5 3.0 AT,2006,370000,3,Дизель,218,Автомат,Полный,12.9,8.8,1990000
BMW X3 2.0 AT,2012,194000,2,Дизель,184,Автомат,Полный,5.6,8.5,1990000
BMW 3 серия 2.0 AT,2017,175096,2,Бензин,249,Автомат,Полный,5.9,5.8,1990000
BMW 3 серия 2.0 MT,2017,129000,2,Дизель,150,Механика,Задний,4.6,8.9,1990000
BMW 3 серия 2.0 AT,2013,264800,2,Бензин,184,Автомат,Задний,5.9,7.6,1990000
BMW X5 3.0 AT,2009,175000,3,Дизель,235,Автомат,Полный,8.2,8.1,1990000
BMW X5 3.0 AT,2009,175000,3,Дизель,235,Автомат,Полный,8.2,8.1,1990000
BMW 1 серия 1.5 AMT,2021,20000,1.5,Бензин,136,Робот,Передний,5.3,8.8,1990000
BMW X1 2.0 AT,2014,139000,2,Бензин,184,Автомат,Полный,7.1,7.9,1990000
BMW 3 серия 1.6 AT,2014,128000,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1990000
BMW X5 3.0 AT,2011,278000,3,Дизель,306,Автомат,Полный,7.5,6.6,1995000
BMW 3 серия 2.0 AT,2013,283188,2,Дизель,184,Автомат,Полный,4.7,7.4,1995000
BMW X6 3.0 AT,2011,188661,3,Бензин,306,Автомат,Полный,10.1,6.7,1999000
BMW 7 серия 3.0 AT,2014,231628,3,Дизель,313,Автомат,Полный,6,5.4,1999000
BMW X3 2.0 AT,2014,212871,2,Бензин,184,Автомат,Полный,7.5,8.6,1999000
BMW 1 серия 1.5 AT,2016,64615,1.5,Бензин,136,Автомат,Задний,5.2,8.7,1999000
BMW 3 серия 2.0 AT,2014,208000,2,Дизель,184,Автомат,Полный,4.7,7.4,1999000
BMW 5 серия 2.0 AT,2013,207500,2,Бензин,245,Автомат,Полный,7,6.5,1999900
BMW 3 серия 1.5 AT,2017,126000,1.5,Бензин,136,Автомат,Задний,5,9.1,1999999
BMW X6 M 4.4 AT,2011,134000,4.4,Бензин,555,Автомат,Полный,13.9,4.7,1999999
BMW X3 3.0 AT,2011,106000,3,Бензин,258,Автомат,Полный,9,6.9,1999999
BMW 3 серия 2.0 AT,2012,133000,2,Бензин,245,Автомат,Задний,6.3,6.1,1999999
BMW X6 4.4 AT,2010,135400,4.4,Бензин,407,Автомат,Полный,9.9,5.6,1999999
