Name,Year,Mileage,Engine_capacity,Engine_type,Power,Transmission,Drive,Fuel_consumption_mixed,Acceleration_to_100,Cost
BMW 5 серия 2.0 AT,2018,95000,2,Бензин,249,Автомат,Полный,6.7,6,3800000
BMW X1 2.0 AT,2021,16000,2,Дизель,150,Автомат,Полный,4.8,9.3,3800000
BMW 3 серия 2.0 AT,2021,64959,2,Дизель,190,Автомат,Задний,4.7,7.1,3820000
BMW 3 серия 2.0 AT,2021,53880,2,Бензин,184,Автомат,Задний,5.9,7.6,3822000
BMW X5 3.0 AT,2016,241871,3,Дизель,381,Автомат,Полный,6.7,5.3,3830000
BMW X6 3.0 AT,2016,114018,3,Бензин,306,Автомат,Полный,8.6,6.4,3830000
BMW X1 2.0 AT,2021,24654,2,Бензин,192,Автомат,Полный,7.1,7.4,3835000
BMW 3 серия 2.0 AT,2021,49900,2,Бензин,184,Автомат,Задний,5.9,7.6,3835000
BMW X6 3.0 AT,2017,196360,3,Дизель,313,Автомат,Полный,6.3,5.8,3839000
BMW 5 серия 2.0 AT,2018,149000,2,Бензин,249,Автомат,Полный,6.7,6,3845000
BMW 4 серия 2.0 AT,2019,51591,2,Бензин,184,Автомат,Задний,5.5,7.5,3849000
BMW 5 серия 2.0 AT,2020,185701,2,Дизель,190,Автомат,Полный,4.8,7.6,3849000
BMW 5 серия 2.0 AT,2019,120915,2,Дизель,190,Автомат,Полный,4.8,7.6,3850000
BMW 3 серия 2.0 AT,2019,109000,2,Бензин,258,Автомат,Полный,6.5,5.5,3850000
BMW X5 3.0 AT,2014,197000,3,Дизель,249,Автомат,Полный,6.2,6.9,3850000
BMW X5 3.0 AT,2017,141956,3,Дизель,218,Автомат,Полный,6.2,8,3909444
BMW 7 серия 3.0 AT,2015,185000,3,Дизель,265,Автомат,Полный,5.3,5.9,3920000
BMW 3 серия 2.0 AT,2021,45540,2,Дизель,150,Автомат,Задний,4.5,8.3,3940000
BMW 3 серия GT 2.0 AT,2019,56479,2,Бензин,184,Автомат,Полный,6.3,8.4,3940000
BMW 5 серия 2.0 AT,2018,117000,2,Бензин,249,Автомат,Полный,6.7,6,3950000
BMW 5 серия 2.0 AT,2018,205000,2,Бензин,252,Автомат,Полный,7,6.3,3950000
BMW 3 серия 2.0 AT,2021,72000,2,Бензин,156,Автомат,Задний,5.7,8.4,3950000
BMW 6 серия GT 2.0 AT,2019,114000,2,Дизель,190,Автомат,Полный,5.4,8,3950000
BMW X4 2.0 AT,2018,121000,2,Бензин,184,Автомат,Полный,6.9,8.1,3950000
BMW 7 серия 2.0 AT,2017,43000,2,Бензин,249,Автомат,Задний,6.2,6.2,3950000
BMW 5 серия 2.0 AT,2020,58900,2,Бензин,249,Автомат,Полный,6.7,6,3950000
BMW 3 серия 2.0 AT,2021,29900,2,Бензин,258,Автомат,Задний,6.1,5.8,3950000
BMW 7 серия 3.0 AT,2016,146000,3,Дизель,320,Автомат,Полный,5.4,5.2,3969000
BMW X5 3.0 AT,2018,120000,3,Дизель,218,Автомат,Полный,6.2,8,3970000
BMW X3 2.0 AT,2018,121066,2,Бензин,249,Автомат,Полный,7.6,6.3,3979000
BMW 5 серия 2.0 AT,2019,84769,2,Дизель,190,Автомат,Полный,4.8,7.6,3980000
BMW 3 серия 2.0 AT,2020,23280,2,Дизель,190,Автомат,Задний,4.8,7.1,3986800
BMW 5 серия 2.0 AT,2019,34371,2,Дизель,190,Автомат,Полный,4.8,7.6,3990000
BMW 5 серия 2.0 AT,2019,171000,2,Бензин,249,Автомат,Полный,6.7,6,3990000
BMW 6 серия GT 2.0 AT,2019,135000,2,Дизель,190,Автомат,Полный,5.4,8,3990000
BMW 5 серия 2.0 AT,2018,195000,2,Дизель,190,Автомат,Полный,4.8,7.6,3990000
BMW X3 2.0 AT,2018,131000,2,Дизель,190,Автомат,Полный,5.1,8,3990000
BMW X1 2.0 AT,2021,32574,2,Дизель,150,Автомат,Полный,4.8,9.3,3995000
BMW 5 серия 3.0 AT,2017,110265,3,Бензин,340,Автомат,Полный,7.6,4.8,3999000
BMW X5 3.0 AT,2015,150701,3,Дизель,249,Автомат,Полный,6.2,6.9,3999000
BMW 5 серия 2.0 AT,2020,132561,2,Бензин,252,Автомат,Задний,6.1,6.5,3999000
BMW X6 3.0 AT,2016,175000,3,Дизель,249,Автомат,Полный,6,6.7,3999999
BMW 5 серия 2.0 AT,2020,50000,2,Дизель,190,Автомат,Задний,4.8,7.5,3999999
BMW 5 серия 2.0 AT,2019,154000,2,Дизель,190,Автомат,Полный,4.8,7.6,4000000
BMW 4 серия 3.0 AT,2013,72000,3,Бензин,306,Автомат,Полный,7.6,4.9,4000000
BMW 5 серия 2.0 AT,2021,196361,2,Дизель,190,Автомат,Задний,4.8,7.5,4000000
BMW 5 серия 2.0 AT,2020,88000,2,Бензин,184,Автомат,Задний,6.2,7.8,4000000
BMW 5 серия 2.0 AT,2021,90000,2,Бензин,184,Автомат,Задний,6.5,7.8,4000000
BMW 7 серия 3.0 AT,2017,122401,3,Дизель,320,Автомат,Полный,5.4,5.2,4000000
BMW X5 3.0 AT,2017,165000,3,Дизель,313,Автомат,Полный,6.2,5.9,4000000
BMW X3 3.0 AT,2019,184438,3,Дизель,249,Автомат,Полный,6,5.8,4015000
BMW 5 серия 2.0 AT,2021,90261,2,Бензин,184,Автомат,Задний,6.5,7.8,4029000
BMW 5 серия 2.0 AT,2018,82000,2,Бензин,249,Автомат,Полный,6.7,6,4049000
BMW X5 3.0 AT,2018,132000,3,Дизель,218,Автомат,Полный,6.2,8,4049000
BMW 3 серия 2.0 AT,2019,113100,2,Дизель,190,Автомат,Задний,4.7,7.1,4050000
BMW X4 2.0 AT,2019,134392,2,Дизель,190,Автомат,Полный,5.4,8,4070000
BMW X5 3.0 AT,2016,217000,3,Дизель,249,Автомат,Полный,6.2,6.9,4070000
BMW X4 2.0 AT,2019,70000,2,Дизель,190,Автомат,Полный,5.4,8,4075000
BMW 4 серия 2.0 AT,2020,25000,2,Бензин,184,Автомат,Задний,6.4,7.8,4080000
BMW 5 серия 2.0 AT,2019,60528,2,Дизель,190,Автомат,Полный,4.8,7.6,4090000
BMW X6 3.0 AT,2016,154000,3,Дизель,249,Автомат,Полный,6,6.7,4090000
BMW 5 серия 3.0 AT,2018,115000,3,Дизель,249,Автомат,Полный,5.6,5.4,4099999
BMW 5 серия 2.0 AT,2019,70000,2,Бензин,249,Автомат,Задний,6.2,6.2,4100000
BMW 5 серия 2.0 AT,2019,157390,2,Бензин,249,Автомат,Полный,6.7,6,4100000
BMW 6 серия GT 3.0 AT,2018,142000,3,Дизель,265,Автомат,Задний,5.5,6,4100000
BMW 7 серия 4.4 AT,2016,149000,4.4,Бензин,450,Автомат,Полный,8.1,4.4,4100000
BMW X5 3.0 AT,2016,170000,3,Дизель,313,Автомат,Полный,6.2,5.9,4100000
BMW 4 серия 2.0 AT,2017,55500,2,Бензин,184,Автомат,Задний,6.1,7.3,4100000
BMW X2 1.5 AT,2021,27000,1.5,Бензин,140,Автомат,Передний,6.3,9.6,4100000
BMW X3 2.0 AT,2018,130000,2,Дизель,190,Автомат,Полный,5.1,8,4100000
BMW 2 серия Gran Coupe 2.0 AMT,2021,29008,2,Бензин,178,Робот,Передний,5.7,7.1,4120000
BMW X4 2.0 AT,2019,79000,2,Бензин,184,Автомат,Полный,7.8,8.3,4130000
BMW 3 серия 2.0 AT,2020,62423,2,Дизель,190,Автомат,Задний,4.7,7.1,4133000
BMW X6 3.0 AT,2018,168401,3,Дизель,249,Автомат,Полный,6,6.7,4140000
BMW X3 2.0 AT,2019,118960,2,Дизель,190,Автомат,Полный,5.1,8,4150000
BMW 5 серия 2.0 AT,2021,48860,2,Дизель,190,Автомат,Задний,4.8,7.5,4150000
BMW 5 серия 2.0 AT,2017,79678,2,Дизель,190,Автомат,Полный,4.8,7.6,4155000
BMW X5 3.0 AT,2017,146000,3,Дизель,249,Автомат,Полный,6.2,6.9,4155000
BMW 5 серия 2.0 AT,2021,61342,2,Бензин,184,Автомат,Задний,6.5,7.8,4157000
BMW X5 3.0 AT,2017,219682,3,Дизель,313,Автомат,Полный,6.2,5.9,4160000
BMW 1 серия 1.5 AMT,2023,1000,1.5,Бензин,136,Робот,Передний,5.5,9.4,4170000
BMW 3 серия 2.0 AT,2022,35000,2,Дизель,190,Автомат,Полный,4.8,6.9,4170000
BMW 6 серия GT 3.0 AT,2018,112750,3,Дизель,249,Автомат,Полный,5.7,6,4177000
BMW 5 серия 2.0 AT,2021,146000,2,Бензин,249,Автомат,Полный,6.7,6.3,4179000
BMW 5 серия 2.0 AT,2019,59000,2,Дизель,190,Автомат,Задний,4.8,7.5,4189000
BMW 3 серия 2.0 AT,2021,45446,2,Дизель,150,Автомат,Задний,4.5,8.3,4190000
BMW 5 серия 2.0 AT,2019,83010,2,Дизель,190,Автомат,Полный,4.8,7.6,4190000
BMW X4 2.0 AT,2018,82745,2,Бензин,245,Автомат,Полный,7,6.4,4199000
BMW 6 серия GT 3.0 AT,2019,161000,3,Дизель,249,Автомат,Полный,5.7,6,4199000
BMW X5 3.0 AT,2016,151000,3,Дизель,249,Автомат,Полный,6.2,6.9,4200000
BMW X6 3.0 AT,2016,127000,3,Бензин,306,Автомат,Полный,8.6,6.4,4200000
BMW 6 серия 4.4 AT,2011,107000,4.4,Бензин,407,Автомат,Задний,10.5,4.9,4200000
BMW 7 серия 4.4 AT,2017,120000,4.4,Бензин,450,Автомат,Полный,8.1,4.4,4200000
BMW 3 серия 2.0 AT,2019,57000,2,Бензин,184,Автомат,Задний,5.9,7.6,4200000
BMW X3 2.0 AT,2018,88000,2,Дизель,190,Автомат,Полный,5.1,8,4200000
BMW 5 серия 3.0 AT,2019,156144,3,Дизель,249,Автомат,Полный,5.6,5.4,4200000
BMW 5 серия 3.0 AT,2018,147000,3,Дизель,249,Автомат,Полный,5.6,5.4,4200000
BMW X5 3.0 AT,2014,197000,3,Дизель,313,Автомат,Полный,6.2,5.9,4200000
BMW 6 серия GT 3.0 AT,2018,130007,3,Дизель,249,Автомат,Полный,5.7,6,4200000
BMW X4 2.0 AT,2020,86213,2,Дизель,190,Автомат,Полный,5.4,8,4215000
BMW 5 серия 2.0 AT,2019,103057,2,Бензин,252,Автомат,Полный,7,6.3,4230000
BMW X6 3.0 AT,2016,87774,3,Бензин,306,Автомат,Полный,8.6,6.4,4240000
BMW X5 3.0 AT,2018,133000,3,Дизель,218,Автомат,Полный,6.2,8,4240000
BMW 1 серия 1.5 AMT,2024,3000,1.5,Бензин,136,Робот,Передний,5.5,9.4,4245000
BMW X5 3.0 AT,2015,138822,3,Дизель,249,Автомат,Полный,6.2,6.9,4249000
BMW 3 серия 2.0 AT,2020,135000,2,Дизель,190,Автомат,Полный,4.8,6.9,4250000
BMW X5 3.0 AT,2015,156114,3,Дизель,313,Автомат,Полный,6.2,5.9,4250000
BMW X6 3.0 AT,2016,144500,3,Дизель,249,Автомат,Полный,6,6.7,4250000
BMW X3 2.0 AT,2019,96830,2,Дизель,190,Автомат,Полный,5.1,8,4250000
BMW X5 3.0 AT,2015,156114,3,Дизель,313,Автомат,Полный,6.2,5.9,4250000
BMW X6 3.0 AT,2016,144500,3,Дизель,249,Автомат,Полный,6,6.7,4250000
BMW X3 2.0 AT,2019,96830,2,Дизель,190,Автомат,Полный,5.1,8,4250000
BMW 3 серия 2.0 AT,2021,91000,2,Дизель,190,Автомат,Полный,4.8,6.9,4250000
BMW 3 серия 2.0 AT,2020,92004,2,Дизель,190,Автомат,Полный,4.8,6.9,4250000
BMW 5 серия 2.0 AT,2018,75000,2,Дизель,190,Автомат,Задний,4.8,7.5,4250000
BMW 3 серия 2.0 AT,2021,31000,2,Дизель,190,Автомат,Полный,4.9,7.4,4250000
BMW 2 серия Gran Coupe 2.0 AT,2021,37300,2,Бензин,306,Автомат,Полный,7.1,4.8,4250000
BMW 5 серия 2.0 AT,2020,83967,2,Бензин,184,Автомат,Задний,6.5,7.8,4260000
BMW 5 серия 2.0 AT,2019,58312,2,Бензин,249,Автомат,Задний,6.2,6.2,4275000
BMW 5 серия 2.0 AT,2020,56200,2,Дизель,190,Автомат,Полный,4.8,7.6,4290000
BMW 3 серия GT 2.0 AT,2020,65000,2,Дизель,190,Автомат,Полный,4.5,7.7,4290000
BMW 5 серия 2.0 AT,2021,140000,2,Дизель,190,Автомат,Задний,4.5,7.6,4290000
BMW 7 серия 3.0 AT,2017,194759,3,Дизель,320,Автомат,Полный,5.4,5.2,4290000
BMW 6 серия GT 3.0 AT,2019,115848,3,Дизель,249,Автомат,Полный,5.7,6,4299000
BMW X6 3.0 AT,2016,85000,3,Дизель,249,Автомат,Полный,6,6.7,4299000
BMW X5 M 4.4 AT,2015,166000,4.4,Бензин,575,Автомат,Полный,11.1,4.2,4299000
BMW 5 серия 2.0 AT,2020,72863,2,Дизель,190,Автомат,Полный,4.8,7.6,4300000
BMW 3 серия 2.0 AT,2020,57600,2,Дизель,190,Автомат,Полный,4.8,6.9,4300000
BMW 5 серия 2.0 AT,2020,109000,2,Дизель,190,Автомат,Полный,4.8,7.6,4300000
BMW 5 серия 3.0 AT,2019,128000,3,Дизель,249,Автомат,Полный,5.6,5.4,4300000
BMW 3 серия 2.0 AT,2021,59069,2,Бензин,184,Автомат,Полный,6.3,7.6,4309000
BMW 5 серия 2.0 AT,2020,80000,2,Бензин,249,Автомат,Полный,6.7,6,4310000
BMW 3 серия 2.0 AT,2019,54000,2,Бензин,184,Автомат,Полный,6.3,7.6,4315000
BMW 7 серия 3.0 AT,2015,117000,3,Дизель,265,Автомат,Полный,5.3,5.9,4320000
BMW 3 серия 2.0 AT,2020,44505,2,Дизель,190,Автомат,Задний,4.7,7.1,4320000
BMW 5 серия 2.0 AT,2020,32068,2,Бензин,249,Автомат,Задний,6.2,6.2,4328000
BMW 3 серия 2.0 AT,2020,44712,2,Бензин,184,Автомат,Полный,6.3,7.6,4350000
BMW X5 3.0 AT,2015,101350,3,Дизель,218,Автомат,Полный,6.2,8,4350000
BMW X5 3.0 AT,2018,126500,3,Дизель,218,Автомат,Полный,6.2,8,4350000
BMW 1 серия 1.5 AMT,2024,9000,1.5,Бензин,136,Робот,Передний,5.5,9.4,4360000
BMW 1 серия 2.0 AMT,2022,9447,2,Бензин,178,Робот,Передний,5.8,7,4370000
BMW 5 серия 2.0 AT,2020,47687,2,Бензин,249,Автомат,Задний,6.2,6.2,4370000
BMW X3 2.0 AT,2019,61000,2,Бензин,252,Автомат,Полный,7.6,6.3,4390000
BMW X1 2.0 AT,2021,30591,2,Бензин,192,Автомат,Полный,7.1,7.4,4390000
BMW 7 серия 3.0 AT,2019,82000,3,Бензин,326,Автомат,Полный,7,5.2,4390000
BMW X6 3.0 AT,2017,89031,3,Бензин,306,Автомат,Полный,8.6,6.4,4399000
BMW X5 M 4.4 AT,2017,118000,4.4,Бензин,575,Автомат,Полный,11.1,4.2,4399000
BMW 5 серия 2.0 AT,2021,24000,2,Бензин,184,Автомат,Задний,6.5,7.8,4400000
BMW 5 серия 3.0 AT,2020,141235,3,Дизель,286,Автомат,Задний,4.9,5.7,4400000
BMW 3 серия 2.0 AT,2019,85450,2,Дизель,190,Автомат,Задний,4.7,7.1,4400000
BMW X4 2.0 AT,2020,94899,2,Бензин,184,Автомат,Полный,7.8,8.3,4410000
BMW 6 серия Gran Coupe 3.0 AT,2015,102962,3,Дизель,313,Автомат,Полный,5.6,5.3,4418000
BMW 5 серия 3.0 AT,2019,125000,3,Дизель,265,Автомат,Полный,5.5,5.4,4420000
BMW 5 серия 2.0 AT,2021,33100,2,Бензин,184,Автомат,Задний,6.5,7.8,4430000
BMW 4 серия 2.0 AT,2021,71899,2,Бензин,245,Автомат,Задний,6.4,6.4,4430000
BMW 2 серия Gran Coupe 2.0 AMT,2023,8218,2,Бензин,178,Робот,Передний,5.7,7.1,4440000
BMW 5 серия 2.0 AT,2020,51696,2,Гибрид,252,Автомат,Полный,1.9,6.2,4441000
BMW 5 серия 2.0 AT,2021,67600,2,Дизель,190,Автомат,Задний,4.8,7.5,4444444
BMW X3 2.0 AT,2019,61000,2,Бензин,252,Автомат,Полный,7.6,6.3,4390000
BMW X1 2.0 AT,2021,30591,2,Бензин,192,Автомат,Полный,7.1,7.4,4390000
BMW 7 серия 3.0 AT,2019,82000,3,Бензин,326,Автомат,Полный,7,5.2,4390000
BMW X6 3.0 AT,2017,89031,3,Бензин,306,Автомат,Полный,8.6,6.4,4399000
BMW X5 M 4.4 AT,2017,118000,4.4,Бензин,575,Автомат,Полный,11.1,4.2,4399000
BMW 5 серия 2.0 AT,2021,24000,2,Бензин,184,Автомат,Задний,6.5,7.8,4400000
BMW 5 серия 3.0 AT,2020,141235,3,Дизель,286,Автомат,Задний,4.9,5.7,4400000
BMW 3 серия 2.0 AT,2019,85450,2,Дизель,190,Автомат,Задний,4.7,7.1,4400000
BMW X4 2.0 AT,2020,94899,2,Бензин,184,Автомат,Полный,7.8,8.3,4410000
BMW 6 серия Gran Coupe 3.0 AT,2015,102962,3,Дизель,313,Автомат,Полный,5.6,5.3,4418000
BMW 5 серия 3.0 AT,2019,125000,3,Дизель,265,Автомат,Полный,5.5,5.4,4420000
BMW X6 4.4 AT,2015,128733,4.4,Бензин,450,Автомат,Полный,9.7,4.8,4420000
BMW 5 серия 2.0 AT,2021,33100,2,Бензин,184,Автомат,Задний,6.5,7.8,4430000
BMW 4 серия 2.0 AT,2021,71899,2,Бензин,245,Автомат,Задний,6.4,6.4,4430000
BMW 2 серия Gran Coupe 2.0 AMT,2023,8218,2,Бензин,178,Робот,Передний,5.7,7.1,4440000
BMW 5 серия 2.0 AT,2020,51696,2,Гибрид,252,Автомат,Полный,1.9,6.2,4441000
BMW 5 серия 2.0 AT,2021,67600,2,Дизель,190,Автомат,Задний,4.8,7.5,4444444
BMW X6 3.0 AT,2017,50887,3,Бензин,306,Автомат,Полный,8.6,6.4,4449000
BMW Z4 2.0 AT,2021,13615,2,Бензин,197,Автомат,Задний,5.8,6.6,4449000
BMW 7 серия 3.0 AT,2018,198111,3,Дизель,249,Автомат,Полный,5.3,5.9,4450000
BMW 3 серия 2.0 AT,2021,76000,2,Бензин,184,Автомат,Полный,6.3,7.6,4450000
BMW X3 2.0 AT,2019,110137,2,Дизель,190,Автомат,Полный,5.1,8,4450000
BMW 6 серия GT 2.0 AT,2019,79450,2,Дизель,190,Автомат,Полный,5.4,8,4450000
BMW 6 серия GT 3.0 AT,2019,173858,3,Дизель,249,Автомат,Полный,5.7,6,4450000
BMW 1 серия 2.0 AT,2019,60000,2,Бензин,306,Автомат,Полный,7.1,4.8,4450000
BMW X3 3.0 AT,2019,174800,3,Дизель,249,Автомат,Полный,6,5.8,4460000
BMW 1 серия 1.5 AMT,2023,1000,1.5,Бензин,136,Робот,Передний,5.5,9.4,4460000
BMW 7 серия 3.0 AT,2015,148918,3,Дизель,265,Автомат,Полный,5.3,5.9,4469000
BMW 5 серия 2.0 AT,2021,70000,2,Бензин,184,Автомат,Задний,6.5,7.8,4480000
BMW 3 серия 2.0 AT,2019,48700,2,Бензин,258,Автомат,Задний,6.1,5.8,4480000
BMW X3 2.0 AT,2019,67000,2,Дизель,190,Автомат,Полный,5.1,8,4490000
BMW X6 3.0 AT,2015,83000,3,Дизель,249,Автомат,Полный,6,6.7,4490000
BMW 3 серия 2.0 AT,2021,39033,2,Бензин,184,Автомат,Задний,5.9,7.6,4490000
BMW X5 M 4.4 AT,2015,105000,4.4,Бензин,575,Автомат,Полный,11.1,4.2,4500000
BMW 3 серия 2.0 AT,2020,83250,2,Дизель,190,Автомат,Полный,4.8,6.9,4500000
BMW X6 3.0 AT,2017,135969,3,Дизель,313,Автомат,Полный,6.3,5.8,4500000
BMW 3 серия 2.0 AT,2019,56000,2,Дизель,190,Автомат,Задний,4.7,7.1,4500000
BMW X4 2.0 AT,2019,110405,2,Бензин,184,Автомат,Полный,7.8,8.3,4500000
BMW X6 3.0 AT,2017,108500,3,Дизель,313,Автомат,Полный,6.3,5.8,4500000
BMW X3 2.0 AT,2019,120000,2,Дизель,190,Автомат,Полный,5.1,8,4500000
BMW X6 3.0 AT,2016,99500,3,Дизель,249,Автомат,Полный,6,6.7,4500000
BMW 6 серия 3.0 AT,2016,58000,3,Бензин,320,Автомат,Полный,7.9,5.2,4500000
BMW X3 2.0 AT,2020,91346,2,Дизель,190,Автомат,Полный,5.1,8,4500000
BMW X6 3.0 AT,2018,123000,3,Дизель,249,Автомат,Полный,6,6.7,4500000
BMW 7 серия 2.0 AT,2017,72009,2,Бензин,258,Автомат,Задний,5.7,6.2,4500000
BMW X6 3.0 AT,2016,113300,3,Дизель,249,Автомат,Полный,6,6.7,4500000
BMW X5 M 4.4 AT,2015,99852,4.4,Бензин,575,Автомат,Полный,11.1,4.2,4500000
BMW 3 серия 3.0 AT,2021,190000,3,Дизель,265,Автомат,Полный,5.6,5.1,4500000
BMW 7 серия 3.0 AT,2016,150000,3,Дизель,320,Автомат,Полный,5.4,5.2,4500000
BMW X1 2.0 AT,2022,28000,2,Бензин,231,Автомат,Полный,6.8,6.5,4500000
BMW 6 серия 3.0 AT,2013,215000,3,Дизель,313,Автомат,Полный,5.7,5.2,4500000
BMW 3 серия 2.0 AT,2021,20369,2,Бензин,184,Автомат,Задний,6.1,7.5,4510000
BMW 3 серия 2.0 AT,2021,58849,2,Дизель,190,Автомат,Полный,4.8,6.9,4510000
BMW X5 3.0 AT,2018,104090,3,Дизель,313,Автомат,Полный,6.2,5.9,4513000
BMW Z4 2.0 AT,2019,59327,2,Бензин,258,Автомат,Задний,5.8,5.4,4520000
BMW X5 3.0 AT,2017,73452,3,Дизель,218,Автомат,Полный,6.2,8,4525000
BMW X6 3.0 AT,2017,90000,3,Дизель,258,Автомат,Полный,6,6.7,4530000
BMW 5 серия 3.0 AT,2018,110129,3,Дизель,249,Автомат,Полный,5.6,5.4,4539000
BMW 5 серия 2.0 AT,2021,72706,2,Бензин,184,Автомат,Задний,6.5,7.8,4550000
BMW X6 3.0 AT,2018,130500,3,Дизель,249,Автомат,Полный,6,6.7,4550000
BMW 3 серия 2.0 AT,2021,105853,2,Бензин,184,Автомат,Полный,6.3,7.6,4550000
BMW X3 2.0 AT,2019,41600,2,Дизель,190,Автомат,Полный,5.1,8,4550000
BMW 6 серия GT 3.0 AT,2018,83960,3,Дизель,249,Автомат,Полный,5.7,6,4550000
BMW 5 серия 2.0 AT,2021,23347,2,Бензин,252,Автомат,Задний,5.8,6.7,4552000
BMW X3 2.0 AT,2019,103000,2,Дизель,190,Автомат,Полный,5.1,8,4560000
BMW X6 3.0 AT,2017,145700,3,Дизель,249,Автомат,Полный,6,6.7,4570000
BMW 3 серия 2.0 AT,2021,21266,2,Бензин,184,Автомат,Задний,5.9,7.6,4570000
BMW X3 2.0 AT,2020,51000,2,Дизель,190,Автомат,Полный,5.1,8,4570000
BMW 5 серия 2.0 AT,2021,56144,2,Бензин,252,Автомат,Задний,5.8,6.7,4570000
BMW X6 3.0 AT,2017,93516,3,Дизель,249,Автомат,Полный,6,6.7,4577000
BMW 6 серия GT 3.0 AT,2018,77777,3,Дизель,249,Автомат,Полный,5.7,6,4577777
BMW 5 серия 3.0 AT,2018,119095,3,Дизель,249,Автомат,Полный,5.6,5.4,4589000
BMW X6 3.0 AT,2017,163000,3,Дизель,249,Автомат,Полный,6,6.7,4590000
BMW X4 2.0 AT,2018,121867,2,Дизель,190,Автомат,Полный,5.4,8,4590000
BMW X5 3.0 AT,2017,76500,3,Дизель,313,Автомат,Полный,6.2,5.9,4590000
BMW X6 3.0 AT,2016,105881,3,Дизель,313,Автомат,Полный,6.3,5.8,4590000
BMW X3 2.0 AT,2019,130000,2,Дизель,190,Автомат,Полный,5.1,8,4590000
BMW 5 серия 2.0 AT,2019,57608,2,Бензин,249,Автомат,Полный,6.7,6,4598000
BMW 5 серия 3.0 AT,2020,95835,3,Дизель,249,Автомат,Полный,5.6,5.4,4599000
BMW X3 2.0 AT,2020,157000,2,Дизель,190,Автомат,Полный,5.1,8,4599000
BMW X3 2.0 AT,2019,60500,2,Дизель,190,Автомат,Полный,5.1,8,4600000
BMW X2 2.0 AT,2023,20243,2,Бензин,192,Автомат,Полный,6.2,7.4,4600000
BMW X1 2.0 AT,2022,19328,2,Бензин,178,Автомат,Полный,6.7,7.3,4600000
BMW X6 3.0 AT,2016,63520,3,Дизель,249,Автомат,Полный,6,6.7,4600500
BMW X1 2.0 AT,2023,1000,2,Дизель,190,Автомат,Полный,4.8,9.3,4610000
BMW 5 серия 2.0 AT,2019,66000,2,Дизель,190,Автомат,Задний,4.5,7.5,4630000
BMW 5 серия 2.0 AT,2022,107909,2,Бензин,184,Автомат,Задний,6.5,7.8,4640000
BMW 5 серия 2.0 AT,2021,44000,2,Бензин,184,Автомат,Задний,6.5,7.8,4640000
BMW X4 2.0 AT,2018,85000,2,Дизель,190,Автомат,Полный,5.4,8,4650000
BMW Z4 2.0 AT,2021,36379,2,Бензин,197,Автомат,Задний,5.8,6.6,4650000
BMW X3 2.0 AT,2019,68000,2,Дизель,231,Автомат,Полный,5.7,6.8,4650000
BMW Z4 2.0 AT,2020,14100,2,Бензин,197,Автомат,Задний,5.8,6.6,4656600
BMW X5 3.0 AT,2018,134000,3,Дизель,249,Автомат,Полный,6.2,6.9,4660000
BMW 5 серия 2.0 AT,2020,16012,2,Бензин,184,Автомат,Задний,6.2,7.8,4660000
BMW X3 2.0 AT,2019,82892,2,Дизель,190,Автомат,Полный,5.1,8,4680000
BMW 3 серия 2.0 AT,2020,30362,2,Бензин,184,Автомат,Задний,5.9,7.6,4680000
BMW X4 2.0 AT,2021,74984,2,Дизель,190,Автомат,Полный,5.6,8,4690000
BMW X5 M 4.4 AT,2015,109253,4.4,Бензин,575,Автомат,Полный,11.1,4.2,4699000
BMW X3 2.0 AT,2021,13000,2,Бензин,249,Автомат,Полный,7.6,6.3,4699000
BMW X5 3.0 AT,2016,134183,3,Дизель,249,Автомат,Полный,6.2,6.9,4699000
BMW X5 3.0 AT,2018,120473,3,Дизель,249,Автомат,Полный,6.2,6.9,4699000
BMW X5 3.0 AT,2017,145000,3,Дизель,249,Автомат,Полный,6.2,6.9,4700000
BMW 5 серия 3.0 AT,2018,135450,3,Дизель,320,Автомат,Полный,5.4,4.7,4700000
BMW X6 3.0 AT,2017,135555,3,Дизель,313,Автомат,Полный,6.3,5.8,4700000
BMW 5 серия 2.0 AT,2021,19000,2,Бензин,184,Автомат,Задний,6.5,7.8,4700000
BMW 5 серия 2.0 AT,2020,115000,2,Дизель,190,Автомат,Полный,4.8,7.6,4700000
BMW 5 серия 2.0 AT,2020,74471,2,Гибрид,252,Автомат,Полный,1.9,6.2,4700000
BMW 4 серия 2.0 AT,2021,79000,2,Бензин,184,Автомат,Задний,6.4,7.8,4700000
BMW 2 серия 2.0 AT,2022,5000,2,Бензин,245,Автомат,Задний,7.2,5.9,4700000
BMW 3 серия 2.0 AT,2022,33119,2,Бензин,184,Автомат,Задний,5.9,7.6,4700000
BMW 5 серия 2.0 AT,2020,90495,2,Дизель,190,Автомат,Полный,4.8,7.6,4707000
BMW 5 серия 2.0 AT,2021,31000,2,Бензин,184,Автомат,Задний,6.5,7.8,4710000
BMW 5 серия 3.0 AT,2020,109474,3,Дизель,249,Автомат,Полный,5.6,5.5,4719000
BMW X6 3.0 AT,2018,131000,3,Дизель,249,Автомат,Полный,6,6.7,4727000
BMW 4 серия 2.0 AT,2021,57192,2,Бензин,184,Автомат,Задний,6.4,7.8,4732000
BMW 5 серия 3.0 AT,2019,67000,3,Дизель,249,Автомат,Полный,5.6,5.4,4747000
BMW X6 3.0 AT,2018,115734,3,Дизель,313,Автомат,Полный,6.3,5.8,4749000
